month,origin,dest,originCode,destCode,carrier,count
01,AEX,BOG,72,327,K8,77
01,AEX,GUA,72,127,FCQ,398
01,AEX,GUA,72,127,XP,68
01,AEX,GYE,72,337,FCQ,202
01,AEX,MGA,72,153,FCQ,17
01,AEX,PAP,72,238,K8,73
01,AEX,SAL,72,118,XP,88
01,AEX,SAP,72,131,09Q,169
01,AEX,SAP,72,131,FCQ,235
01,AEX,SAP,72,131,K8,15
01,AEX,SDQ,72,224,K8,137
01,ALB,YEG,22,916,UA,30
01,ALB,YHZ,22,951,EV,42
01,ANC,HKG,1,729,UA,263
01,ANC,HRB,1,713,NA,243
01,ANC,MNL,1,766,PR,1024
01,ANC,NRT,1,736,DL,360
01,ANC,PVG,1,713,AA,196
01,ANC,YYC,1,916,UA,125
01,AST,YVR,92,906,14Q,2
01,ATL,AMS,34,461,DL,28837
01,ATL,AMS,34,461,KL,12613
01,ATL,ANU,34,206,DL,1218
01,ATL,AUA,34,277,DL,9880
01,ATL,AUA,34,277,FL,3447
01,ATL,BDA,34,207,DL,4523
01,ATL,BJX,34,148,EV,3035
01,ATL,BOG,34,327,DL,7648
01,ATL,BON,34,260,DL,1280
01,ATL,BRU,34,409,DL,5813
01,ATL,BSB,34,316,DL,8935
01,ATL,BZE,34,106,DL,8877
01,ATL,CCS,34,388,DL,9504
01,ATL,CDG,34,427,AF,30906
01,ATL,CDG,34,427,DL,9985
01,ATL,CUN,34,148,DL,50188
01,ATL,CUN,34,148,FL,13334
01,ATL,CZM,34,148,DL,6535
01,ATL,DUB,34,441,DL,3129
01,ATL,DUS,34,429,DL,7100
01,ATL,DXB,34,678,DL,14757
01,ATL,EZE,34,303,DL,12796
01,ATL,FAB,34,493,CRV,8
01,ATL,FCO,34,450,DL,11799
01,ATL,FPO,34,204,DL,919
01,ATL,FPO,34,204,EV,2639
01,ATL,FRA,34,429,DL,11199
01,ATL,FRA,34,429,LH,9956
01,ATL,GCM,34,233,DL,7784
01,ATL,GDL,34,148,DL,8029
01,ATL,GGT,34,204,EV,1213
01,ATL,GIG,34,316,DL,13723
01,ATL,GRU,34,316,DL,14292
01,ATL,GUA,34,127,DL,16204
01,ATL,GUA,34,127,XP,30
01,ATL,ICN,34,778,KE,23881
01,ATL,JNB,34,562,DL,14225
01,ATL,KIN,34,243,DL,6499
01,ATL,LHR,34,493,BA,10973
01,ATL,LHR,34,493,DL,28625
01,ATL,LHR,34,493,UA,213
01,ATL,LIM,34,368,DL,11431
01,ATL,LIR,34,110,DL,9473
01,ATL,LOS,34,555,DL,10462
01,ATL,MAD,34,482,DL,5811
01,ATL,MAN,34,493,DL,7814
01,ATL,MBJ,34,243,DL,22491
01,ATL,MBJ,34,243,FL,6250
01,ATL,MEX,34,148,5D,120
01,ATL,MEX,34,148,AM,4787
01,ATL,MEX,34,148,DL,30413
01,ATL,MGA,34,153,DL,7106
01,ATL,MTY,34,148,EV,9342
01,ATL,MUC,34,429,DL,11077
01,ATL,MVD,34,385,DL,189
01,ATL,NAS,34,204,DL,20944
01,ATL,NAS,34,204,FL,2953
01,ATL,NRT,34,736,DL,21209
01,ATL,PAP,34,238,DL,1119
01,ATL,PLS,34,281,DL,7305
01,ATL,PTY,34,162,DL,8926
01,ATL,PUJ,34,224,DL,22256
01,ATL,PUJ,34,224,FL,9743
01,ATL,PVR,34,148,DL,2247
01,ATL,RTB,34,131,DL,1172
01,ATL,SAL,34,118,DL,6962
01,ATL,SAL,34,118,XP,60
01,ATL,SAP,34,131,DL,7032
01,ATL,SCL,34,324,DL,11616
01,ATL,SDQ,34,224,DL,8858
01,ATL,SJD,34,148,DL,7203
01,ATL,SJO,34,110,DL,19676
01,ATL,SKB,34,275,DL,871
01,ATL,STI,34,224,DL,156
01,ATL,STR,34,429,DL,7187
01,ATL,SXM,34,264,DL,7432
01,ATL,TGU,34,131,DL,6121
01,ATL,UIO,34,337,DL,7225
01,ATL,UVF,34,276,DL,4165
01,ATL,YUL,34,941,EV,11456
01,ATL,YYZ,34,936,AC,106
01,ATL,YYZ,34,936,EV,22644
01,ATL,YYZ,34,936,QK,9289
01,ATL,ZRH,34,486,DL,5871
01,AUS,CUN,74,148,FL,2837
01,AUS,CUN,74,148,UA,209
01,AZA,GUA,81,127,FCQ,1245
01,AZA,MEX,81,148,FCQ,139
01,AZA,SAL,81,118,FCQ,386
01,AZA,SAP,81,131,FCQ,474
01,BCT,YYZ,33,936,13Q,4
01,BDL,CUN,11,148,DL,1107
01,BDL,YQB,11,941,RP,21
01,BDL,YUL,11,941,MQ,56
01,BDL,YUL,11,941,ZX,880
01,BDL,YYZ,11,936,MQ,40
01,BDL,YYZ,11,936,QK,262
01,BDL,YYZ,11,936,ZX,1382
01,BED,LBG,13,427,SVW,10
01,BFI,PPT,93,823,0WQ,10
01,BFI,YCD,93,906,KAH,32
01,BFI,YVR,93,906,14Q,59
01,BFI,YXX,93,906,KAH,1
01,BFL,YWS,91,906,14Q,6
01,BGR,AMS,12,461,US,416
01,BGR,ARN,12,484,UA,155
01,BGR,BCN,12,482,UA,126
01,BGR,CDG,12,427,AA,319
01,BGR,DEL,12,733,UA,223
01,BGR,FCO,12,450,US,182
01,BGR,FRA,12,429,UA,150
01,BGR,LHR,12,493,EY,243
01,BGR,MAD,12,482,AA,490
01,BGR,MEX,12,148,AM,146
01,BGR,STR,12,429,UA,142
01,BGR,YUL,12,941,AA,150
01,BLI,YVR,93,906,14Q,6
01,BNA,CUN,54,148,DL,660
01,BNA,YVR,54,906,DL,41
01,BNA,YWG,54,926,DL,43
01,BNA,YYC,54,916,AC,47
01,BNA,YYZ,54,936,QK,3168
01,BOI,YVR,83,906,14Q,5
01,BOS,AMS,13,461,DL,14741
01,BOS,AUA,13,277,B6,9290
01,BOS,BCN,13,482,UA,563
01,BOS,BDA,13,207,DL,3945
01,BOS,CDG,13,427,AF,12989
01,BOS,CUN,13,148,AA,150
01,BOS,CUN,13,148,AM,296
01,BOS,CUN,13,148,B6,3430
01,BOS,CUN,13,148,DL,1370
01,BOS,CUN,13,148,US,951
01,BOS,DUB,13,441,EI,15443
01,BOS,FCO,13,450,AZ,3303
01,BOS,FRA,13,429,LH,12289
01,BOS,GCM,13,233,B6,916
01,BOS,GVA,13,486,17Q,6
01,BOS,KEF,13,439,FI,8539
01,BOS,LBG,13,427,SVW,5
01,BOS,LHR,13,493,BA,42282
01,BOS,LHR,13,493,DL,5534
01,BOS,LHR,13,493,VS,10356
01,BOS,LIR,13,110,UA,167
01,BOS,MAN,13,493,AA,145
01,BOS,MBJ,13,243,B6,1988
01,BOS,MBJ,13,243,DL,158
01,BOS,MBJ,13,243,US,891
01,BOS,MEX,13,148,AM,301
01,BOS,MUC,13,429,LH,11201
01,BOS,NAS,13,204,B6,1412
01,BOS,NRT,13,736,JL,9154
01,BOS,PDL,13,469,S4,4085
01,BOS,PLS,13,281,B6,1056
01,BOS,PLS,13,281,US,920
01,BOS,PTY,13,162,CM,5846
01,BOS,PUJ,13,224,B6,3005
01,BOS,PUJ,13,224,US,932
01,BOS,RAI,13,507,VR,2164
01,BOS,SDQ,13,224,B6,6186
01,BOS,SNN,13,441,EI,1480
01,BOS,STI,13,224,B6,5104
01,BOS,SXM,13,264,B6,1811
01,BOS,YEG,13,916,AC,49
01,BOS,YHZ,13,951,EV,55
01,BOS,YHZ,13,951,QK,2701
01,BOS,YOW,13,936,AC,146
01,BOS,YOW,13,936,QK,1479
01,BOS,YTZ,13,936,PD,8542
01,BOS,YUL,13,941,GL,150
01,BOS,YUL,13,941,QK,6325
01,BOS,YYZ,13,936,AC,274
01,BOS,YYZ,13,936,DL,237
01,BOS,YYZ,13,936,GL,47
01,BOS,YYZ,13,936,QK,2923
01,BOS,YYZ,13,936,S5,70
01,BOS,ZRH,13,486,LX,10077
01,BRO,GUA,74,127,09Q,145
01,BRO,GUA,74,127,FCQ,1136
01,BRO,GUA,74,127,K8,109
01,BRO,GUA,74,127,XP,793
01,BRO,MGA,74,153,FCQ,15
01,BRO,SAL,74,118,XP,38
01,BRO,SAP,74,131,09Q,15
01,BRO,SAP,74,131,FCQ,138
01,BRO,SAP,74,131,XP,725
01,BTV,YTZ,16,936,PD,465
01,BUF,YHZ,22,951,AC,91
01,BUF,YOW,22,936,AC,96
01,BUF,YUL,22,941,AC,182
01,BUF,YUL,22,941,GL,46
01,BUF,YXE,22,921,AC,85
01,BUF,YYT,22,961,AC,91
01,BUF,YYZ,22,936,AC,181
01,BUF,YYZ,22,936,RV,272
01,BUR,ACA,91,148,0WQ,16
01,BWI,AUA,35,277,FL,5171
01,BWI,CUN,35,148,FL,13129
01,BWI,GIG,35,316,AA,192
01,BWI,LGW,35,493,TBQ,1
01,BWI,LHR,35,493,BA,8045
01,BWI,MBJ,35,243,FL,9436
01,BWI,NAS,35,204,FL,3224
01,BWI,PUJ,35,224,FL,5092
01,BWI,SDQ,35,224,B6,126
01,BWI,SJO,35,110,AA,138
01,BWI,SNN,35,441,0CQ,2
01,BWI,STI,35,224,B6,124
01,BWI,STI,35,224,DL,150
01,BWI,YUL,35,941,RP,35
01,BWI,YWG,35,926,14Q,4
01,BWI,YYZ,35,936,QK,3890
01,BZN,YVR,84,906,14Q,24
01,CHS,YUL,37,941,AA,144
01,CLE,CUN,44,148,F9,2158
01,CLE,CUN,44,148,UA,2439
01,CLE,HAV,44,219,AC,85
01,CLE,PUJ,44,224,F9,2118
01,CLE,YOW,44,936,EV,46
01,CLE,YQG,44,936,QK,25
01,CLE,YUL,44,941,EV,3254
01,CLE,YYZ,44,936,AC,85
01,CLE,YYZ,44,936,C5,1381
01,CLE,YYZ,44,936,EV,975
01,CLE,YYZ,44,936,OO,94
01,CLE,YYZ,44,936,QK,2561
01,CLE,YYZ,44,936,S5,40
01,CLE,YYZ,44,936,YX,68
01,CLT,ANU,36,206,US,787
01,CLT,AUA,36,277,US,10535
01,CLT,BGI,36,205,US,1118
01,CLT,BZE,36,106,US,801
01,CLT,CUN,36,148,GL,599
01,CLT,CUN,36,148,K8,138
01,CLT,CUN,36,148,US,30177
01,CLT,CUN,36,148,XP,136
01,CLT,CUR,36,262,7I,627
01,CLT,CZM,36,148,US,838
01,CLT,FPO,36,204,16,1941
01,CLT,FRA,36,429,US,13270
01,CLT,GCM,36,233,US,10666
01,CLT,GIG,36,316,US,13965
01,CLT,GRU,36,316,US,10836
01,CLT,LHR,36,493,US,10128
01,CLT,LIR,36,110,US,1869
01,CLT,MAD,36,482,US,87
01,CLT,MBJ,36,243,US,21301
01,CLT,MEX,36,148,US,5926
01,CLT,MUC,36,429,LH,10266
01,CLT,NAS,36,204,G4,162
01,CLT,NAS,36,204,US,13054
01,CLT,PLS,36,281,US,10853
01,CLT,PUJ,36,224,US,13922
01,CLT,SJD,36,148,US,908
01,CLT,SJO,36,110,US,7268
01,CLT,SKB,36,275,US,797
01,CLT,SXM,36,264,US,10301
01,CLT,TLV,36,636,US,248
01,CLT,UVF,36,276,US,916
01,CLT,YOW,36,936,ZW,2531
01,CLT,YUL,36,941,ZW,2703
01,CLT,YYZ,36,936,DL,90
01,CLT,YYZ,36,936,QK,2671
01,CLT,YYZ,36,936,YX,8401
01,CLT,YYZ,36,936,ZW,3134
01,CMH,CUN,44,148,DL,1073
01,CMH,YOW,44,936,AC,98
01,CMH,YYZ,44,936,GL,46
01,CMH,YYZ,44,936,QK,2760
01,CPR,FAB,88,493,GBQ,1
01,CVG,CDG,52,427,DL,8071
01,CVG,CUN,52,148,AM,870
01,CVG,CUN,52,148,DL,882
01,CVG,CUN,52,148,F9,821
01,CVG,CUN,52,148,GL,671
01,CVG,PUJ,52,224,DL,633
01,CVG,PUJ,52,224,F9,887
01,CVG,YUL,52,941,DL,180
01,CVG,YYZ,52,936,9E,1622
01,CVG,YYZ,52,936,QK,1983
01,DAL,SAL,74,118,XP,111
01,DAL,YHU,74,941,GL,54
01,DAL,YWG,74,926,DL,42
01,DAL,YYZ,74,936,13Q,7
01,DCA,NAS,38,204,US,832
01,DCA,NAS,38,204,YX,778
01,DCA,YHZ,38,951,ZW,64
01,DCA,YOW,38,936,QK,2884
01,DCA,YUL,38,941,QK,3195
01,DCA,YUL,38,941,ZW,2778
01,DCA,YYZ,38,936,QK,46
01,DCA,YYZ,38,936,ZW,4939
01,DEN,CUN,82,148,F9,9529
01,DEN,CUN,82,148,FL,6589
01,DEN,CUN,82,148,UA,6749
01,DEN,CZM,82,148,F9,1718
01,DEN,FRA,82,429,LH,13554
01,DEN,KEF,82,439,FI,4491
01,DEN,LHR,82,493,BA,12096
01,DEN,MBJ,82,243,F9,618
01,DEN,MEX,82,148,AM,5317
01,DEN,MEX,82,148,UA,780
01,DEN,MEX,82,148,Y4,2453
01,DEN,NRT,82,736,UA,11756
01,DEN,PVR,82,148,F9,8894
01,DEN,PVR,82,148,UA,2489
01,DEN,SJD,82,148,F9,8206
01,DEN,SJD,82,148,FL,3502
01,DEN,SJD,82,148,UA,2312
01,DEN,SJO,82,110,F9,4425
01,DEN,YEG,82,916,OO,6921
01,DEN,YEG,82,916,S5,752
01,DEN,YEG,82,916,UA,2020
01,DEN,YMM,82,916,OO,2108
01,DEN,YOW,82,936,AC,54
01,DEN,YQR,82,921,OO,4743
01,DEN,YUL,82,941,AC,4294
01,DEN,YVR,82,906,OO,657
01,DEN,YVR,82,906,UA,12223
01,DEN,YWG,82,926,EV,4415
01,DEN,YWG,82,926,OO,2575
01,DEN,YXE,82,921,EV,4818
01,DEN,YXE,82,921,OO,275
01,DEN,YYC,82,916,AC,45
01,DEN,YYC,82,916,DL,97
01,DEN,YYC,82,916,OO,6437
01,DEN,YYC,82,916,S5,397
01,DEN,YYC,82,916,UA,10689
01,DEN,YYZ,82,936,AC,7620
01,DEN,YYZ,82,936,DL,49
01,DEN,YYZ,82,936,G7,2488
01,DEN,YYZ,82,936,OO,5333
01,DFW,AGU,74,148,MQ,4124
01,DFW,BJX,74,148,AA,10857
01,DFW,BNE,74,802,QF,8296
01,DFW,BOG,74,327,AA,5551
01,DFW,BZE,74,106,AA,7979
01,DFW,CCS,74,388,AA,972
01,DFW,CDG,74,427,AA,8865
01,DFW,CUN,74,148,AA,38313
01,DFW,CUN,74,148,NK,1984
01,DFW,CUN,74,148,SY,3526
01,DFW,CUU,74,148,MQ,3365
01,DFW,CZM,74,148,AA,9179
01,DFW,DXB,74,678,EK,15619
01,DFW,EZE,74,303,AA,12958
01,DFW,FRA,74,429,AA,11075
01,DFW,FRA,74,429,LH,8408
01,DFW,GCM,74,233,KX,142
01,DFW,GDL,74,148,AA,13056
01,DFW,GDL,74,148,MQ,2518
01,DFW,GIG,74,316,AA,9289
01,DFW,GRU,74,316,AA,16213
01,DFW,GUA,74,127,AA,8152
01,DFW,HMO,74,148,MQ,1526
01,DFW,ICN,74,778,AA,12781
01,DFW,ICN,74,778,KE,11304
01,DFW,LHR,74,493,AA,32579
01,DFW,LHR,74,493,BA,16595
01,DFW,LIM,74,368,AA,9146
01,DFW,LIR,74,110,AA,6073
01,DFW,MAD,74,482,AA,8522
01,DFW,MBJ,74,243,AA,5423
01,DFW,MEX,74,148,5D,10964
01,DFW,MEX,74,148,AA,33477
01,DFW,MLM,74,148,MQ,2205
01,DFW,MTY,74,148,AA,20632
01,DFW,MZT,74,148,MQ,2326
01,DFW,NAS,74,204,AA,1434
01,DFW,NRT,74,736,AA,27267
01,DFW,PBC,74,148,MQ,1748
01,DFW,PLS,74,281,AA,835
01,DFW,PTY,74,162,AA,3124
01,DFW,PUJ,74,224,GL,279
01,DFW,PVR,74,148,AA,19842
01,DFW,QRO,74,148,MQ,5345
01,DFW,RTB,74,131,AA,698
01,DFW,SAL,74,118,AA,5728
01,DFW,SAL,74,118,TA,4138
01,DFW,SCL,74,324,AA,12338
01,DFW,SJD,74,148,AA,21500
01,DFW,SJD,74,148,NK,1197
01,DFW,SJO,74,110,AA,10414
01,DFW,SLP,74,148,MQ,4599
01,DFW,SYD,74,802,QF,8033
01,DFW,TRC,74,148,MQ,2695
01,DFW,VER,74,148,MQ,394
01,DFW,YUL,74,941,AA,6373
01,DFW,YVR,74,906,AA,15229
01,DFW,YYC,74,916,AA,11281
01,DFW,YYZ,74,936,13Q,8
01,DFW,YYZ,74,936,AA,15142
01,DFW,ZCL,74,148,MQ,613
01,DFW,ZIH,74,148,AA,1024
01,DLH,YQR,63,921,WG,176
01,DLH,ZRH,63,486,CAZ,7
01,DSM,SJD,61,148,GL,164
01,DTW,AMM,43,639,RJ,1918
01,DTW,AMS,43,461,DL,40562
01,DTW,CDG,43,427,AF,9233
01,DTW,CDG,43,427,DL,10259
01,DTW,CUN,43,148,DL,11083
01,DTW,CUN,43,148,FL,1889
01,DTW,CUN,43,148,NK,7400
01,DTW,CZM,43,148,DL,622
01,DTW,FRA,43,429,DL,9793
01,DTW,FRA,43,429,LH,10790
01,DTW,GCM,43,233,DL,1093
01,DTW,GRU,43,316,DL,11681
01,DTW,ICN,43,778,DL,18605
01,DTW,LHR,43,493,DL,8938
01,DTW,MBJ,43,243,DL,1248
01,DTW,MEX,43,148,DL,11350
01,DTW,MTY,43,148,DL,1312
01,DTW,MTY,43,148,EV,2301
01,DTW,NAS,43,204,DL,295
01,DTW,NGO,43,736,DL,19646
01,DTW,NRT,43,736,DL,16611
01,DTW,PEK,43,713,DL,12681
01,DTW,PUJ,43,224,DL,1050
01,DTW,PUJ,43,224,FL,1747
01,DTW,PVG,43,713,DL,14067
01,DTW,PVR,43,148,DL,1102
01,DTW,SJD,43,148,DL,1009
01,DTW,YHU,43,941,GL,55
01,DTW,YOW,43,936,9E,4271
01,DTW,YUL,43,941,9E,5498
01,DTW,YUL,43,941,G7,211
01,DTW,YUL,43,941,RP,3074
01,DTW,YYZ,43,936,9E,11220
01,DTW,YYZ,43,936,DL,37
01,DTW,YYZ,43,936,GL,149
01,DTW,YYZ,43,936,QK,1116
01,DTW,YYZ,43,936,ZX,1907
01,EGE,YYZ,82,936,AC,270
01,ELP,MEX,74,148,FCQ,1354
01,ELP,MGA,74,153,FCQ,81
01,ELP,SAL,74,118,FCQ,197
01,EWR,AER,21,475,UA,492
01,EWR,AMS,21,461,DL,7296
01,EWR,AMS,21,461,UA,6810
01,EWR,ANU,21,206,UA,7700
01,EWR,ARN,21,484,SK,8637
01,EWR,ARN,21,484,UA,5930
01,EWR,AUA,21,277,UA,15027
01,EWR,BCN,21,482,UA,3098
01,EWR,BDA,21,207,UA,3097
01,EWR,BFS,21,493,UA,4619
01,EWR,BHX,21,493,UA,6520
01,EWR,BOG,21,327,UA,6512
01,EWR,BOM,21,733,AI,16979
01,EWR,BOM,21,733,UA,14183
01,EWR,BON,21,260,UA,1789
01,EWR,BRU,21,409,9W,13638
01,EWR,BRU,21,409,UA,11896
01,EWR,BZE,21,106,UA,1444
01,EWR,CDG,21,427,DL,5512
01,EWR,CDG,21,427,UA,13900
01,EWR,CPH,21,419,SK,12031
01,EWR,CUN,21,148,UA,20246
01,EWR,DEL,21,733,UA,14023
01,EWR,DUB,21,441,UA,9010
01,EWR,DUS,21,429,LH,10320
01,EWR,EDI,21,493,UA,7678
01,EWR,FRA,21,429,LH,16099
01,EWR,FRA,21,429,UA,12178
01,EWR,GCM,21,233,UA,2050
01,EWR,GLA,21,493,UA,6208
01,EWR,GRU,21,316,UA,13154
01,EWR,GUA,21,127,UA,1736
01,EWR,GVA,21,486,UA,7234
01,EWR,HAM,21,429,UA,3653
01,EWR,HKG,21,729,CX,269
01,EWR,HKG,21,729,UA,12730
01,EWR,KEF,21,439,FI,1487
01,EWR,LHR,21,493,BA,23620
01,EWR,LHR,21,493,UA,32485
01,EWR,LHR,21,493,VS,21799
01,EWR,LIM,21,368,UA,8571
01,EWR,LIR,21,110,UA,2632
01,EWR,LIS,21,469,TP,8462
01,EWR,LIS,21,469,UA,4276
01,EWR,MAD,21,482,UA,4013
01,EWR,MAN,21,493,UA,9161
01,EWR,MBJ,21,243,UA,3186
01,EWR,MEX,21,148,UA,12545
01,EWR,MUC,21,429,LH,13158
01,EWR,MUC,21,429,UA,9728
01,EWR,MXP,21,450,UA,9841
01,EWR,NAS,21,204,UA,5705
01,EWR,NRT,21,736,UA,13826
01,EWR,OPO,21,469,TP,3540
01,EWR,ORY,21,427,A0,5806
01,EWR,OSL,21,465,SK,6040
01,EWR,OSL,21,465,UA,7169
01,EWR,PEK,21,713,UA,13491
01,EWR,PLS,21,281,UA,5399
01,EWR,POP,21,224,UA,8422
01,EWR,POS,21,280,UA,2175
01,EWR,PTY,21,162,UA,9877
01,EWR,PUJ,21,224,UA,14910
01,EWR,PVG,21,713,UA,14207
01,EWR,PVR,21,148,UA,2884
01,EWR,SAL,21,118,TA,6629
01,EWR,SAL,21,118,UA,1828
01,EWR,SAP,21,131,UA,1961
01,EWR,SDQ,21,224,DL,152
01,EWR,SDQ,21,224,UA,9360
01,EWR,SJD,21,148,UA,4414
01,EWR,SJO,21,110,UA,22251
01,EWR,SNN,21,441,UA,6679
01,EWR,STR,21,429,UA,2626
01,EWR,SXM,21,264,B6,142
01,EWR,SXM,21,264,UA,6201
01,EWR,TCB,21,204,AC,33
01,EWR,TLV,21,636,LY,12050
01,EWR,TLV,21,636,UA,30048
01,EWR,TXL,21,429,UA,4016
01,EWR,UVF,21,276,UA,1156
01,EWR,YEG,21,916,UA,4037
01,EWR,YHZ,21,951,EV,5858
01,EWR,YOW,21,936,EV,5468
01,EWR,YQB,21,941,EV,5526
01,EWR,YQM,21,946,EV,2171
01,EWR,YQX,21,961,UA,698
01,EWR,YTM,21,941,PD,163
01,EWR,YTZ,21,936,PD,25160
01,EWR,YUL,21,941,DL,70
01,EWR,YUL,21,941,EV,8160
01,EWR,YUL,21,941,QK,5557
01,EWR,YUL,21,941,S5,187
01,EWR,YVR,21,906,AC,5705
01,EWR,YYC,21,916,AC,3471
01,EWR,YYR,21,961,UA,987
01,EWR,YYT,21,961,EV,1987
01,EWR,YYT,21,961,UA,156
01,EWR,YYZ,21,936,AC,713
01,EWR,YYZ,21,936,DL,119
01,EWR,YYZ,21,936,EV,6665
01,EWR,YYZ,21,936,QK,6671
01,EWR,YYZ,21,936,S5,2351
01,EWR,YYZ,21,936,YX,5263
01,EWR,ZRH,21,486,LX,9108
01,EWR,ZRH,21,486,UA,7580
01,FAI,KIX,1,736,JL,420
01,FAI,NGO,1,736,JL,404
01,FAI,NRT,1,736,JL,454
01,FAR,VKO,66,475,IGA,5
01,FAT,AGU,91,148,Y4,69
01,FAT,CUN,91,148,VX,290
01,FAT,GDL,91,148,AM,5383
01,FAT,GDL,91,148,Y4,9702
01,FAT,HMO,91,148,Y4,157
01,FAT,MLM,91,148,AM,233
01,FAT,MLM,91,148,Y4,148
01,FLL,ARN,33,484,DY,4295
01,FLL,AUA,33,277,K8,79
01,FLL,AUA,33,277,NK,1075
01,FLL,AXM,33,327,NK,2431
01,FLL,BIM,33,204,3M,575
01,FLL,BOG,33,327,AV,8690
01,FLL,BOG,33,327,B6,13014
01,FLL,BOG,33,327,NK,9471
01,FLL,CIW,33,279,0QQ,2
01,FLL,CPH,33,419,DY,4659
01,FLL,CTG,33,327,NK,5506
01,FLL,CUN,33,148,B6,7649
01,FLL,CUN,33,148,NK,9735
01,FLL,ELH,33,204,3M,1346
01,FLL,FPO,33,204,3M,2038
01,FLL,FPO,33,204,UP,3000
01,FLL,GCM,33,233,AA,128
01,FLL,GGT,33,204,3M,417
01,FLL,GHB,33,204,3M,368
01,FLL,GUA,33,127,NK,6105
01,FLL,HAV,33,219,B6,1032
01,FLL,KIN,33,243,B6,10176
01,FLL,KIN,33,243,BW,8429
01,FLL,LIM,33,368,B6,7905
01,FLL,LIM,33,368,NK,974
01,FLL,MBJ,33,243,BW,6141
01,FLL,MBJ,33,243,NK,7779
01,FLL,MDE,33,327,B6,6958
01,FLL,MDE,33,327,NK,9880
01,FLL,MGA,33,153,NK,4170
01,FLL,MHH,33,204,3M,913
01,FLL,NAS,33,204,B6,8277
01,FLL,NAS,33,204,UP,12881
01,FLL,NBW,33,219,MQ,94
01,FLL,OSL,33,465,DY,4326
01,FLL,PAP,33,238,AA,14418
01,FLL,PAP,33,238,B6,6884
01,FLL,PAP,33,238,NK,7345
01,FLL,POS,33,280,BW,5467
01,FLL,PTY,33,162,NK,3402
01,FLL,SAL,33,118,NK,2490
01,FLL,SAP,33,131,NK,4261
01,FLL,SDQ,33,224,B6,9245
01,FLL,SDQ,33,224,NK,7680
01,FLL,SJO,33,110,B6,8184
01,FLL,SJO,33,110,DL,168
01,FLL,SJO,33,110,NK,16243
01,FLL,STI,33,224,NK,2158
01,FLL,SXM,33,264,NK,1009
01,FLL,TCB,33,204,3M,979
01,FLL,TLC,33,148,NK,2644
01,FLL,YHZ,33,951,AC,676
01,FLL,YHZ,33,951,WS,61
01,FLL,YOW,33,936,AC,5440
01,FLL,YOW,33,936,WS,3038
01,FLL,YQB,33,941,C6,2865
01,FLL,YQB,33,941,WG,4403
01,FLL,YQB,33,941,WS,1035
01,FLL,YUL,33,941,AC,36067
01,FLL,YUL,33,941,C6,4528
01,FLL,YUL,33,941,GL,50
01,FLL,YUL,33,941,WG,6916
01,FLL,YUL,33,941,WS,11536
01,FLL,YYZ,33,936,13Q,4
01,FLL,YYZ,33,936,AC,36622
01,FLL,YYZ,33,936,C6,2870
01,FLL,YYZ,33,936,WG,3518
01,FLL,YYZ,33,936,WS,14184
01,FLL,ZSA,33,204,NK,654
01,FRD,YCD,93,906,KAH,1
01,FRG,SNN,22,441,VSA,7
01,FRG,YYZ,22,936,GL,89
01,FSD,LIR,67,110,SY,163
01,FSD,YYZ,67,936,9E,46
01,FTW,YYZ,74,936,13Q,7
01,FXE,YYZ,33,936,13Q,7
01,GUM,AOJ,5,736,KE,358
01,GUM,CNS,5,802,UA,1287
01,GUM,CTS,5,736,UA,3728
01,GUM,DLC,5,713,1BQ,215
01,GUM,FUK,5,736,CI,919
01,GUM,FUK,5,736,UA,5061
01,GUM,HIJ,5,736,UA,1641
01,GUM,HKG,5,729,UA,3444
01,GUM,ICN,5,778,7C,9618
01,GUM,ICN,5,778,KE,15107
01,GUM,ICN,5,778,LJ,20654
01,GUM,KIJ,5,736,UA,1153
01,GUM,KIX,5,736,DL,9814
01,GUM,KIX,5,736,KE,11339
01,GUM,KIX,5,736,UA,14523
01,GUM,MNL,5,766,PR,17833
01,GUM,MNL,5,766,UA,11846
01,GUM,MYJ,5,736,UA,144
01,GUM,NGO,5,736,DL,7129
01,GUM,NGO,5,736,KE,255
01,GUM,NGO,5,736,UA,11481
01,GUM,NRT,5,736,DL,24595
01,GUM,NRT,5,736,JL,12571
01,GUM,NRT,5,736,KE,3191
01,GUM,NRT,5,736,UA,38568
01,GUM,OKJ,5,736,UA,1068
01,GUM,OSA,5,736,CI,1501
01,GUM,PEK,5,713,1BQ,218
01,GUM,PEK,5,713,UA,291
01,GUM,PUS,5,778,KE,2015
01,GUM,PVG,5,713,UA,710
01,GUM,ROR,5,854,UA,4242
01,GUM,SDJ,5,736,UA,2554
01,GUM,TAK,5,736,JL,212
01,GUM,TKK,5,810,UA,3663
01,GUM,TOY,5,736,UA,150
01,GUM,TPE,5,781,BR,4785
01,GUM,TPE,5,781,CI,4678
01,GUM,YAP,5,810,UA,1614
01,HNL,AKL,2,851,HA,5481
01,HNL,AKL,2,851,NZ,6285
01,HNL,APW,2,892,FJ,542
01,HNL,AXT,2,736,KE,386
01,HNL,BNE,2,802,HA,5044
01,HNL,CTS,2,736,HA,1931
01,HNL,CTS,2,736,JL,366
01,HNL,CTS,2,736,KE,988
01,HNL,CXI,2,824,FJ,445
01,HNL,FUK,2,736,CI,257
01,HNL,FUK,2,736,DL,8423
01,HNL,FUK,2,736,HA,8866
